rule_id,source_id,source_path,source_start_line,source_end_line,treatment,target_rule_id,principle_ids,retirement_reason,conflict_status
RULE-W1-044,SRC-W1-001,docs/W1-discovery/00-main.md,85,85,rewrite,VERIFY-AI-EVAL-FIXTURE-W1-001-L085,,,
RULE-W1-045,SRC-W1-001,docs/W1-discovery/00-main.md,86,86,rewrite,VERIFY-EVIDENCE-W1-001-L086,,,
RULE-W1-046,SRC-W1-001,docs/W1-discovery/00-main.md,87,87,rewrite,VERIFY-EVIDENCE-W1-001-L087,,,
RULE-W1-047,SRC-W1-001,docs/W1-discovery/00-main.md,88,88,merge,RESEARCH-EVIDENCE-BASED-DECISION,,,
RULE-W1-048,SRC-W1-001,docs/W1-discovery/00-main.md,88,88,merge,TOPIC-LEARNING-REASSESSMENT,,,
RULE-W1-049,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,7,7,merge,VERIFY-DATA-QUALITY,,,
RULE-W1-050,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,9,9,merge,DEFINITION-PRODUCT-ROUTING,,,
RULE-W1-051,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,15,15,rewrite,TECH-173-COST-VENDOR-S01,,,
RULE-W1-052,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,15,15,rewrite,TECH-191-TRACKING-PLAN-PRODUCTION-GATE,,,
RULE-W1-053,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,15,15,merge,RELEASE-GATE-001,,,
RULE-W1-054,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,36,36,merge,RESEARCH-ANALYTICS-APPLICABILITY,,,
RULE-W1-055,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,37,37,merge,RESEARCH-ANALYTICS-APPLICABILITY,,,
RULE-W1-056,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,38,38,merge,DEFINITION-GUARDRAIL-METRICS,,,
RULE-W1-057,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,39,39,merge,RESEARCH-ANALYTICS-APPLICABILITY,,,
RULE-W1-058,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,40,40,merge,RESEARCH-ANALYTICS-APPLICABILITY,,,
RULE-W1-059,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,44,44,merge,RESEARCH-ANALYTICS-EXCLUSIONS,,,
RULE-W1-060,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,45,45,merge,RESEARCH-ANALYTICS-EXCLUSIONS,,,
RULE-W1-061,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,46,46,merge,RESEARCH-ANALYTICS-EXCLUSIONS,,,
RULE-W1-062,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,47,47,merge,RESEARCH-ANALYTICS-EXCLUSIONS,,,
RULE-W1-063,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,51,51,rewrite,RESEARCH-ANALYTICS-TARGET-IDENTITY,,,
RULE-W1-064,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,64,64,rewrite,TECH-191-TRACKING-PLAN-BOUNDARY,,,
RULE-W1-066,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,67,67,merge,TECH-191-TRACKING-PLAN-BOUNDARY,,,
RULE-W1-067,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,68,68,rewrite,IMPL-ANALYTICS-DESTINATIONS,,,
RULE-W1-069,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,70,70,rewrite,RESEARCH-TRACKING-IDENTITY-POLICY,,,
RULE-W1-071,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,72,72,merge,TECH-191-TRACKING-PLAN-BOUNDARY,,,
RULE-W1-072,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,73,73,rewrite,IMPL-ANALYTICS-IMPLEMENTATION-LINKS,,,
RULE-W1-073,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,74,74,rewrite,TECH-214-GOVERNANCE-PRODUCT-ANALYTICS-EXPERIMENT-S01,,,
RULE-W1-074,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,75,75,rewrite,TECH-214-GOVERNANCE-PRODUCT-ANALYTICS-EXPERIMENT-S02,,,
RULE-W1-075,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,76,76,rewrite,TECH-214-GOVERNANCE-PRODUCT-ANALYTICS-EXPERIMENT-S03,,,
RULE-W1-076,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,80,80,rewrite,TECH-191-EVENT-NAMING,,,
RULE-W1-077,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,81,81,merge,TECH-191-EVENT-NAMING,,,
RULE-W1-078,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,82,82,rewrite,TECH-252-SCHEMA-DATA-PRODUCT-ANALYTICS-EXPERIMENT-S01,,,
RULE-W1-079,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,83,83,rewrite,TECH-191-EVENT-PROPERTY-SENSITIVITY,,,
RULE-W1-080,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,84,84,rewrite,TECH-191-TRUSTED-OUTCOME-EVENT-SOURCE,,,
RULE-W1-081,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,84,84,rewrite,TECH-191-FRONTEND-EVENT-SCOPE,,,
RULE-W1-082,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,85,85,rewrite,TECH-191-EVENT-PURPOSE,,,
RULE-W1-083,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,85,85,merge,TECH-191-EVENT-PURPOSE,,,
RULE-W1-084,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,89,89,merge,DEFINITION-METRICS-MAP,,,
RULE-W1-086,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,92,92,merge,DEFINITION-METRICS-MAP,,,
RULE-W1-087,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,93,93,merge,DEFINITION-METRICS-MAP,,,
RULE-W1-088,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,94,94,merge,DEFINITION-METRICS-MAP,,,
RULE-W1-089,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,95,95,merge,DEFINITION-METRICS-MAP,,,
RULE-W1-091,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,97,97,merge,DEFINITION-METRICS-MAP,,,
RULE-W1-092,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,98,98,merge,DEFINITION-METRICS-MAP,,,
RULE-W1-093,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,99,99,merge,DEFINITION-METRICS-MAP,,,
RULE-W1-094,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,100,100,merge,DEFINITION-METRICS-MAP,,,
RULE-W1-095,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,101,101,merge,DEFINITION-METRICS-MAP,,,
RULE-W1-096,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,105,105,merge,RESEARCH-VALUE-METRIC-AUTHORITY,,,
RULE-W1-097,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,106,106,merge,DEFINITION-METRIC-SPECIFICATION,,,
RULE-W1-098,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,106,106,rewrite,VERIFY-EVIDENCE-W1-002-L106,,,
RULE-W1-100,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,108,108,merge,DEFINITION-METRIC-SPECIFICATION,,,
RULE-W1-101,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,108,108,merge,DEFINITION-METRIC-SPECIFICATION,,,
RULE-W1-102,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,109,109,rewrite,DEFINITION-DASHBOARD-QUESTIONS,,,
RULE-W1-103,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,113,113,merge,RESEARCH-EXPERIMENT-RECORD,,,
RULE-W1-105,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,116,116,merge,RESEARCH-EXPERIMENT-RECORD,,,
RULE-W1-106,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,117,117,merge,RESEARCH-EXPERIMENT-RECORD,,,
RULE-W1-107,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,118,118,merge,RESEARCH-EXPERIMENT-RECORD,,,
RULE-W1-108,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,119,119,merge,RESEARCH-EXPERIMENT-RECORD,,,
RULE-W1-109,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,120,120,merge,RESEARCH-EXPERIMENT-RECORD,,,
RULE-W1-110,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,121,121,merge,RESEARCH-EXPERIMENT-RECORD,,,
RULE-W1-111,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,122,122,merge,RESEARCH-EXPERIMENT-RECORD,,,
RULE-W1-112,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,123,123,merge,RESEARCH-EXPERIMENT-RECORD,,,
RULE-W1-113,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,124,124,merge,RESEARCH-EXPERIMENT-RECORD,,,
RULE-W1-114,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,125,125,merge,RESEARCH-EXPERIMENT-RECORD,,,
RULE-W1-115,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,126,126,merge,RESEARCH-EXPERIMENT-RECORD,,,
RULE-W1-116,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,127,127,merge,RESEARCH-EXPERIMENT-RECORD,,,
RULE-W1-117,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,128,128,merge,RESEARCH-EXPERIMENT-RECORD,,,
RULE-W1-118,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,129,129,merge,RESEARCH-EXPERIMENT-RECORD,,,
RULE-W1-119,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,130,130,merge,RESEARCH-EXPERIMENT-RECORD,,,
RULE-W1-120,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,131,131,merge,RESEARCH-EXPERIMENT-RECORD,,,
RULE-W1-121,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,132,132,merge,RESEARCH-EXPERIMENT-RECORD,,,
RULE-W1-122,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,133,133,merge,RESEARCH-EXPERIMENT-RECORD,,,
RULE-W1-123,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,137,137,merge,RESEARCH-LOW-TRAFFIC-METHOD,,,
RULE-W1-124,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,137,137,merge,RESEARCH-LOW-TRAFFIC-METHOD,,,
RULE-W1-125,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,138,138,merge,RESEARCH-ASSIGNMENT-ISOLATION,,,
RULE-W1-126,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,138,138,merge,RESEARCH-ASSIGNMENT-ISOLATION,,,
RULE-W1-127,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,139,139,merge,OPERATION-EXPERIMENT-001,,,
RULE-W1-128,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,139,139,merge,OPERATION-EXPERIMENT-001,,,
RULE-W1-130,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,141,141,merge,RESEARCH-EARLY-STOP-CHECKPOINT,,,
RULE-W1-131,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,141,141,merge,RESEARCH-EARLY-STOP-CHECKPOINT,,,
RULE-W1-132,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,142,142,rewrite,VERIFY-EVIDENCE-W1-002-L142,,,
RULE-W1-133,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,146,146,rewrite,TECH-255-SECURITY-PRIVACY-S01,,,
RULE-W1-134,SRC-W1-002,docs/W1-discovery/01-product-analytics-experiment-standard.md,148,148,rewrite,TECH-255-SECURITY-PRIVACY-S02,,,
